qname	cds_start	cds_end	map_start	map_end	pid	pid_adj	n_error	n_insert	n_mismatch	n_deletion	rname
06_E01	1	993	15	991	100.0	98.4	0	0	0	0	ENST00000515256.5|ENSG00000164334.15|OTTHUMG00000162946.2|OTTHUMT00000371126.1|FAM170A-205|FAM170A|1213|UTR5:1-172|CDS:173-1165|UTR3:1166-1213|
06_E12	1	1059	33	1058	99.9	96.8	1	0	1	0	ENST00000419761.6|ENSG00000150051.14|OTTHUMG00000017862.6|OTTHUMT00000504388.2|MKX-202|MKX|3609|UTR5:1-195|CDS:196-1254|UTR3:1255-3609|
06_G07	1	2298	1552	2296	99.9	32.4	1	0	1	0	ENST00000337872.9|ENSG00000168826.16|OTTHUMG00000090325.8|OTTHUMT00000206688.4|ZBTB49-201|ZBTB49|2886|UTR5:1-121|CDS:122-2419|UTR3:2420-2886|
06_G09	1	1512	625	1511	100.0	58.7	0	0	0	0	ENST00000266508.14|ENSG00000139154.16|OTTHUMG00000168906.7|OTTHUMT00000401577.2|AEBP2-201|AEBP2|5830|UTR5:1-208|CDS:209-1720|UTR3:1721-5830|
06_G12	1	1014	1	1013	100.0	99.9	0	0	0	0	ENST00000368364.4|ENSG00000135547.9|OTTHUMG00000015512.2|OTTHUMT00000042077.2|HEY2-201|HEY2|2626|UTR5:1-145|CDS:146-1159|UTR3:1160-2626|
06_H06	1	1071	1	1071	99.9	99.9	1	0	1	0	ENST00000683430.1|ENSG00000162992.5|OTTHUMG00000132583.2|-|NEUROD1-204|NEUROD1|1572|UTR5:1-217|CDS:218-1288|UTR3:1289-1572|
06_H07	1	849	1	847	100.0	99.8	0	0	0	0	ENST00000397544.6|ENSG00000163958.14|OTTHUMG00000133642.4|OTTHUMT00000257787.2|ZDHHC19-202|ZDHHC19|1308|UTR5:1-122|CDS:123-971|UTR3:972-1308|
07_A01	1	1188	486	1188	100.0	59.2	0	0	0	0	ENST00000415914.4|ENSG00000177683.14|OTTHUMG00000154951.3|OTTHUMT00000337777.3|THAP5-203|THAP5|3384|UTR5:1-137|CDS:138-1325|UTR3:1326-3384|
07_C01	1	966	1	964	99.7	99.5	3	0	3	0	ENST00000343499.8|ENSG00000188629.13|OTTHUMG00000179943.2|OTTHUMT00000449026.1|ZNF177-201|ZNF177|1835|UTR5:1-456|CDS:457-1422|UTR3:1423-1835|
07_C02	1	1134	2	1132	99.8	99.6	2	0	2	0	ENST00000366871.7|ENSG00000164458.10|OTTHUMG00000015991.3|OTTHUMT00000043038.2|TBXT-202|TBXT|2250|UTR5:1-457|CDS:458-1591|UTR3:1592-2250|
07_C04	1	1092	1	1091	99.7	99.6	3	0	0	3	ENST00000373755.6|ENSG00000106852.15|OTTHUMG00000020601.8|OTTHUMT00000053924.4|LHX6-203|LHX6|3384|UTR5:1-109|CDS:110-1201|UTR3:1202-3384|
07_D07	1	2013	53	907	100.0	42.5	0	0	0	0	ENST00000282296.10|ENSG00000204519.11|OTTHUMG00000183470.4|OTTHUMT00000466803.3|ZNF551-201|ZNF551|4560|UTR5:1-187|CDS:188-2200|UTR3:2201-4560|
07_F08	1	957	1	956	100.0	99.9	0	0	0	0	ENST00000326877.8|ENSG00000178177.16|OTTHUMG00000128538.6|OTTHUMT00000250373.3|LCORL-201|LCORL|5604|UTR5:1-125|CDS:126-1082|UTR3:1083-5604|
07_F11	1	1341	9	499	100.0	36.6	0	0	0	0	ENST00000341976.5|ENSG00000187792.5|OTTHUMG00000150739.3|OTTHUMT00000319881.3|ZNF70-201|ZNF70|6940|UTR5:1-481|CDS:482-1822|UTR3:1823-6940|
07_G01	1	930	6	929	99.9	99.2	1	0	1	0	ENST00000355809.4|ENSG00000134744.14|OTTHUMG00000008200.7|OTTHUMT00000022464.1|TUT4-202|TUT4|2152|UTR5:1-157|CDS:158-1087|UTR3:1088-2152|
07_H05	1	1182	12	1181	99.2	98.2	9	0	0	9	ENST00000396864.8|ENSG00000213928.9|OTTHUMG00000028799.5|OTTHUMT00000071927.3|IRF9-202|IRF9|1626|UTR5:1-75|CDS:76-1257|UTR3:1258-1626|
07_H10	1	621	10	620	99.7	98.1	2	0	2	0	ENST00000258387.6|ENSG00000135903.20|OTTHUMG00000133157.9|OTTHUMT00000256859.4|PAX3-201|PAX3|959|UTR5:1-250|CDS:251-871|UTR3:872-959|
08_A10	1	1071	1	1070	99.9	99.8	1	0	1	0	ENST00000294638.9|ENSG00000162624.15|OTTHUMG00000009692.3|OTTHUMT00000026700.1|LHX8-201|LHX8|2373|UTR5:1-664|CDS:665-1735|UTR3:1736-2373|
08_B03	1	3588	2613	3587	100.0	27.2	0	0	0	0	ENST00000637056.1|ENSG00000177311.12|OTTHUMG00000160128.4|OTTHUMT00000489322.1|ZBTB38-222|ZBTB38|6056|UTR5:1-257|CDS:258-3845|UTR3:3846-6056|
08_B05	1	963	3	961	100.0	99.6	0	0	0	0	ENST00000320220.13|ENSG00000180776.16|OTTHUMG00000017410.2|-|ZDHHC20-201|ZDHHC20|1351|UTR5:1-77|CDS:78-1040|UTR3:1041-1351|
08_B12	1	2310	18	289	100.0	11.8	0	0	0	0	ENST00000292841.10|ENSG00000196967.11|OTTHUMG00000181857.4|OTTHUMT00000457980.3|ZNF585A-201|ZNF585A|8572|UTR5:1-213|CDS:214-2523|UTR3:2524-8572|
08_C08	1	1977	1	383	100.0	19.4	0	0	0	0	ENST00000395423.7|ENSG00000071564.17|OTTHUMG00000180031.13|OTTHUMT00000449374.2|TCF3-203|TCF3|2779|UTR5:1-344|CDS:345-2321|UTR3:2322-2779|
08_D01	1	1713	3	789	99.6	45.8	3	0	0	3	ENST00000261560.10|ENSG00000118620.13|OTTHUMG00000182771.3|OTTHUMT00000463539.2|ZNF430-201|ZNF430|3886|UTR5:1-144|CDS:145-1857|UTR3:1858-3886|
08_D10	1	1554	3	454	99.6	29.0	2	0	2	0	ENST00000299162.10|ENSG00000139445.18|OTTHUMG00000152868.4|OTTHUMT00000328306.2|FOXN4-201|FOXN4|3416|UTR5:1-169|CDS:170-1723|UTR3:1724-3416|
08_E02	1	1299	147	1297	100.0	88.6	0	0	0	0	ENST00000599456.1|ENSG00000171649.12|OTTHUMG00000183468.3|OTTHUMT00000466794.1|ZIK1-207|ZIK1|2860|UTR5:1-446|CDS:447-1745|UTR3:1746-2860|
08_E10	1	873	37	872	100.0	95.8	0	0	0	0	ENST00000450657.1|ENSG00000198839.10|OTTHUMG00000150209.5|OTTHUMT00000338470.1|ZNF277-206|ZNF277|1075|UTR5:1-16|CDS:17-889|UTR3:890-1075|
08_G03	1	987	2	985	99.9	99.6	1	0	1	0	ENST00000331462.6|ENSG00000128645.15|OTTHUMG00000132512.6|OTTHUMT00000255693.4|HOXD1-201|HOXD1|1886|UTR5:1-134|CDS:135-1121|UTR3:1122-1886|
08_G05	1	1686	1	698	99.9	41.3	1	0	1	0	ENST00000622429.1|ENSG00000179361.18|OTTHUMG00000141321.3|-|ARID3B-206|ARID3B|4243|UTR5:1-202|CDS:203-1888|UTR3:1889-4243|
08_G11	1	978	1	977	99.9	99.8	1	0	1	0	ENST00000306422.5|ENSG00000171540.8|OTTHUMG00000102171.5|OTTHUMT00000220016.4|OTP-201|OTP|2694|UTR5:1-164|CDS:165-1142|UTR3:1143-2694|
09_B11	1	1026	43	1025	100.0	95.8	0	0	0	0	ENST00000432329.6|ENSG00000118260.15|OTTHUMG00000132936.6|OTTHUMT00000256467.3|CREB1-206|CREB1|7650|UTR5:1-251|CDS:252-1277|UTR3:1278-7650|
09_D06	1	1188	1	1187	100.0	99.9	0	0	0	0	ENST00000300181.7|ENSG00000166925.9|OTTHUMG00000150233.3|OTTHUMT00000316970.2|TSC22D4-201|TSC22D4|2318|UTR5:1-690|CDS:691-1878|UTR3:1879-2318|
09_D08	1	786	5	785	100.0	99.4	0	0	0	0	ENST00000216037.10|ENSG00000100219.16|OTTHUMG00000151094.3|OTTHUMT00000321274.1|XBP1-201|XBP1|1850|UTR5:1-73|CDS:74-859|UTR3:860-1850|
09_F07	1	1023	1	1022	100.0	99.9	0	0	0	0	ENST00000249501.5|ENSG00000128710.6|OTTHUMG00000132511.5|OTTHUMT00000255692.3|HOXD10-201|HOXD10|1785|UTR5:1-56|CDS:57-1079|UTR3:1080-1785|
10_A06	1	933	1	931	99.8	99.6	2	0	2	0	ENST00000340433.3|ENSG00000187823.3|OTTHUMG00000159706.1|OTTHUMT00000356964.1|RTL4-201|RTL4|2613|UTR5:1-229|CDS:230-1162|UTR3:1163-2613|
10_A12	1	987	1	980	99.6	98.9	4	0	4	0	ENST00000298466.9|ENSG00000165643.11|OTTHUMG00000020915.3|OTTHUMT00000055018.2|SOHLH1-201|SOHLH1|1987|UTR5:1-61|CDS:62-1048|UTR3:1049-1987|
10_B05	1	2373	1668	2371	100.0	29.7	0	0	0	0	ENST00000612899.5|ENSG00000118503.15|OTTHUMG00000015664.4|OTTHUMT00000504260.2|TNFAIP3-206|TNFAIP3|4665|UTR5:1-299|CDS:300-2672|UTR3:2673-4665|
10_C08	1	1977	1	878	99.8	44.3	2	0	2	0	ENST00000313434.10|ENSG00000176293.20|OTTHUMG00000160719.5|OTTHUMT00000361899.2|ZNF135-201|ZNF135|3334|UTR5:1-63|CDS:64-2040|UTR3:2041-3334|
10_D09	1	2166	1559	2165	100.0	28.0	0	0	0	0	ENST00000434326.5|ENSG00000009950.16|OTTHUMG00000129995.8|OTTHUMT00000347602.1|MLXIPL-206|MLXIPL|3252|UTR5:1-22|CDS:23-2188|UTR3:2189-3252|
10_F09	1	1419	1112	1417	100.0	21.6	0	0	0	0	ENST00000190165.3|ENSG00000064218.5|OTTHUMG00000019436.4|OTTHUMT00000051490.2|DMRT3-201|DMRT3|2493|UTR5:1-347|CDS:348-1766|UTR3:1767-2493|
10_G09	1	1419	1112	1417	100.0	21.6	0	0	0	0	ENST00000190165.3|ENSG00000064218.5|OTTHUMG00000019436.4|OTTHUMT00000051490.2|DMRT3-201|DMRT3|2493|UTR5:1-347|CDS:348-1766|UTR3:1767-2493|
11_A02	1	2244	1137	2243	100.0	49.3	0	0	0	0	ENST00000232974.11|ENSG00000114853.15|OTTHUMG00000156207.5|OTTHUMT00000343485.4|ZBTB47-201|ZBTB47|5494|UTR5:1-268|CDS:269-2512|UTR3:2513-5494|
11_A09	1	939	5	938	99.9	99.4	1	0	1	0	ENST00000255616.8|ENSG00000133250.14|OTTHUMG00000182240.5|OTTHUMT00000460199.2|ZNF414-201|ZNF414|1178|UTR5:1-102|CDS:103-1041|UTR3:1042-1178|
11_B06	1	4626	4373	4589	100.0	4.7	0	0	0	0	ENST00000622608.1|ENSG00000116580.19|OTTHUMG00000014106.4|-|GON4L-219|GON4L|4801|UTR5:1-175|CDS:176-4801|
11_B12	1	903	1	887	99.5	97.8	4	0	4	0	ENST00000400078.3|ENSG00000215343.7|OTTHUMG00000165474.1|-|ZNF705D-201|ZNF705D|925|UTR5:1-22|CDS:23-925|
11_C03	1	1059	37	1058	100.0	96.5	0	0	0	0	ENST00000249499.8|ENSG00000128709.13|OTTHUMG00000132516.6|OTTHUMT00000255698.6|HOXD9-201|HOXD9|1871|UTR5:1-50|CDS:51-1109|UTR3:1110-1871|
11_D01	1	1167	5	1166	100.0	99.6	0	0	0	0	ENST00000374142.9|ENSG00000204160.12|OTTHUMG00000004092.6|OTTHUMT00000011706.4|ZDHHC18-202|ZDHHC18|5045|UTR5:1-117|CDS:118-1284|UTR3:1285-5045|
11_D02	1	978	5	977	100.0	99.5	0	0	0	0	ENST00000222122.10|ENSG00000105516.11|OTTHUMG00000183319.2|OTTHUMT00000466167.2|DBP-201|DBP|2170|UTR5:1-385|CDS:386-1363|UTR3:1364-2170|
11_D04	1	1002	6	1000	99.9	99.2	1	0	1	0	ENST00000297375.4|ENSG00000164778.4|OTTHUMG00000151354.1|OTTHUMT00000322337.1|EN2-201|EN2|3395|UTR5:1-249|CDS:250-1251|UTR3:1252-3395|
11_D05	1	1131	9	1130	99.9	99.1	1	0	1	0	ENST00000648323.1|ENSG00000183770.7|OTTHUMG00000159889.3|OTTHUMT00000357999.3|FOXL2-201|FOXL2|2914|UTR5:1-415|CDS:416-1546|UTR3:1547-2914|
11_D06	1	1035	298	1034	100.0	71.2	0	0	0	0	ENST00000458714.2|ENSG00000176472.10|OTTHUMG00000182698.4|OTTHUMT00000463189.1|ZNF575-202|ZNF575|2285|UTR5:1-807|CDS:808-1842|UTR3:1843-2285|
11_D07	1	1032	7	1030	100.0	99.2	0	0	0	0	ENST00000647563.2|ENSG00000156150.9|OTTHUMG00000011650.4|OTTHUMT00000500792.2|ALX3-201|ALX3|1955|UTR5:1-60|CDS:61-1092|UTR3:1093-1955|
11_E02	1	1068	606	1067	100.0	43.3	0	0	0	0	ENST00000248071.6|ENSG00000127528.6|OTTHUMG00000182330.1|OTTHUMT00000460562.1|KLF2-201|KLF2|2820|UTR5:1-98|CDS:99-1166|UTR3:1167-2820|
11_H04	1	1047	3	1045	100.0	99.6	0	0	0	0	ENST00000306318.5|ENSG00000168505.7|OTTHUMG00000133294.4|OTTHUMT00000257078.4|GBX2-201|GBX2|2140|UTR5:1-415|CDS:416-1462|UTR3:1463-2140|
11_H09	1	1284	8	760	100.0	58.6	0	0	0	0	ENST00000574940.5|ENSG00000140987.20|OTTHUMG00000129357.5|OTTHUMT00000437589.1|ZSCAN32-211|ZSCAN32|2180|UTR5:1-188|CDS:189-1472|UTR3:1473-2180|
11_H10	1	945	6	944	100.0	99.4	0	0	0	0	ENST00000506438.5|ENSG00000069011.16|OTTHUMG00000149983.7|OTTHUMT00000371569.1|PITX1-205|PITX1|1305|UTR5:1-134|CDS:135-1079|UTR3:1080-1305|
12_B03	1	1086	1	1084	99.9	99.7	1	0	1	0	ENST00000261980.3|ENSG00000119614.3|OTTHUMG00000171206.2|OTTHUMT00000412323.2|VSX2-201|VSX2|3018|UTR5:1-113|CDS:114-1199|UTR3:1200-3018|
12_B08	1	1218	184	1216	100.0	84.8	0	0	0	0	ENST00000310125.5|ENSG00000183434.10|OTTHUMG00000022433.2|OTTHUMT00000058337.2|TFDP3-201|TFDP3|1693|UTR5:1-95|CDS:96-1313|UTR3:1314-1693|
12_B09	1	1098	3	1096	100.0	99.6	0	0	0	0	ENST00000376709.9|ENSG00000100987.15|OTTHUMG00000032111.6|OTTHUMT00000078384.4|VSX1-202|VSX1|1941|UTR5:1-45|CDS:46-1143|UTR3:1144-1941|
12_D01	1	1119	4	1119	99.9	99.6	1	0	1	0	ENSMUST00000001536.9|ENSMUSG00000001496.16|OTTMUSG00000044396.1|OTTMUST00000116869.1|Nkx2-1-201|Nkx2-1|2809|UTR5:1-613|CDS:614-1732|UTR3:1733-2809|
12_D06	1	1068	1	1068	100.0	100.0	0	0	0	0	ENSMUST00000026120.8|ENSMUSG00000025128.8|OTTMUSG00000018225.1|OTTMUST00000044037.1|Bhlhe22-201|Bhlhe22|3344|UTR5:1-614|CDS:615-1682|UTR3:1683-3344|
12_D09	1	1002	1	1002	97.9	97.9	21	0	0	21	ENSMUST00000176081.3|ENSMUSG00000038805.11|OTTMUSG00000040062.5|OTTMUST00000104036.3|Six3-203|Six3|3680|UTR5:1-406|CDS:407-1408|UTR3:1409-3680|
12_D10	1	996	1	994	100.0	99.8	0	0	0	0	ENST00000371222.4|ENSG00000177606.8|OTTHUMG00000008376.2|OTTHUMT00000023042.2|JUN-201|JUN|3257|UTR5:1-977|CDS:978-1973|UTR3:1974-3257|
12_F10	1	1071	1	1067	99.9	99.5	1	0	1	0	ENST00000330070.6|ENSG00000173917.11|OTTHUMG00000159930.4|OTTHUMT00000358384.3|HOXB2-201|HOXB2|1682|UTR5:1-198|CDS:199-1269|UTR3:1270-1682|
12_G03	1	2346	2	733	99.9	31.2	1	0	1	0	ENST00000600228.6|ENSG00000204611.7|OTTHUMG00000182566.3|OTTHUMT00000462451.2|ZNF616-204|ZNF616|4356|UTR5:1-283|CDS:284-2629|UTR3:2630-4356|
12_H04	1	2346	6	733	99.9	31.0	1	0	1	0	ENST00000600228.6|ENSG00000204611.7|OTTHUMG00000182566.3|OTTHUMT00000462451.2|ZNF616-204|ZNF616|4356|UTR5:1-283|CDS:284-2629|UTR3:2630-4356|
