qname	cds_start	cds_end	map_start	map_end	pid	pid_adj	n_error	n_insert	n_mismatch	n_deletion	rname
04_B02	1	1755	1144	1755	100.0	34.9	0	0	0	0	ENST00000598513.6|ENSG00000197928.11|OTTHUMG00000182890.3|OTTHUMT00000464189.1|ZNF677-206|ZNF677|3512|UTR5:1-166|CDS:167-1921|UTR3:1922-3512|
04_B03	1	1563	990	1563	100.0	36.7	0	0	0	0	ENST00000373294.8|ENSG00000122145.15|OTTHUMG00000021901.4|OTTHUMT00000057334.2|TBX22-201|TBX22|2249|UTR5:1-28|CDS:29-1591|UTR3:1592-2249|
04_B04	1	1278	674	1276	99.8	47.1	1	0	1	0	ENST00000334521.8|ENSG00000119725.20|OTTHUMG00000171257.5|OTTHUMT00000412601.1|ZNF410-202|ZNF410|2193|UTR5:1-209|CDS:210-1487|UTR3:1488-2193|
04_B06	1	1569	932	1568	100.0	40.6	0	0	0	0	ENST00000595646.6|ENSG00000204604.13|OTTHUMG00000182687.3|OTTHUMT00000463098.2|ZNF468-202|ZNF468|4405|UTR5:1-121|CDS:122-1690|UTR3:1691-4405|
04_B07	1	2202	1590	2201	100.0	27.8	0	0	0	0	ENST00000457245.5|ENSG00000119042.17|OTTHUMG00000132767.6|OTTHUMT00000335414.1|SATB2-206|SATB2|2656|UTR5:1-393|CDS:394-2595|UTR3:2596-2656|
04_B08	1	1308	686	1306	99.8	47.4	1	0	1	0	ENST00000616180.4|ENSG00000196482.18|OTTHUMG00000037025.15|-|ESRRG-224|ESRRG|5194|UTR5:1-193|CDS:194-1501|UTR3:1502-5194|
04_B10	1	1407	798	1405	100.0	43.2	0	0	0	0	ENST00000407236.5|ENSG00000186951.16|OTTHUMG00000150443.7|OTTHUMT00000318129.3|PPARA-203|PPARA|9995|UTR5:1-213|CDS:214-1620|UTR3:1621-9995|
04_B11	1	1281	636	1279	100.0	50.3	0	0	0	0	ENST00000411732.3|ENSG00000122877.17|OTTHUMG00000018308.7|OTTHUMT00000489075.2|EGR2-202|EGR2|2824|UTR5:1-336|CDS:337-1617|UTR3:1618-2824|
04_B12	1	3207	2707	3207	100.0	15.6	0	0	0	0	ENST00000329524.8|ENSG00000072736.19|OTTHUMG00000137555.7|OTTHUMT00000268891.2|NFATC3-201|NFATC3|6144|UTR5:1-24|CDS:25-3231|UTR3:3232-6144|
04_C03	1	2052	1338	1909	99.8	27.8	1	0	1	0	ENST00000375231.5|ENSG00000081386.13|OTTHUMG00000020303.2|OTTHUMT00000053287.1|ZNF510-203|ZNF510|5616|UTR5:1-651|CDS:652-2703|UTR3:2704-5616|
04_C04	1	1209	643	1207	100.0	46.7	0	0	0	0	ENST00000601372.6|ENSG00000167785.9|OTTHUMG00000182196.5|OTTHUMT00000459955.4|ZNF558-207|ZNF558|7008|UTR5:1-688|CDS:689-1897|UTR3:1898-7008|
04_C07	1	1620	998	1620	100.0	38.5	0	0	0	0	ENST00000355114.9|ENSG00000196357.12|OTTHUMG00000180508.3|OTTHUMT00000451697.1|ZNF565-202|ZNF565|2519|UTR5:1-727|CDS:728-2347|UTR3:2348-2519|
04_C08	1	2124	1512	2123	100.0	28.8	0	0	0	0	ENST00000633063.3|ENSG00000033030.15|OTTHUMG00000168878.6|OTTHUMT00000529798.2|ZCCHC8-210|ZCCHC8|4113|UTR5:1-92|CDS:93-2216|UTR3:2217-4113|
04_C09	1	1386	766	1384	100.0	44.7	0	0	0	0	ENST00000361362.7|ENSG00000198939.8|OTTHUMG00000130885.6|OTTHUMT00000253470.3|ZFP2-201|ZFP2|2410|UTR5:1-511|CDS:512-1897|UTR3:1898-2410|
04_C11	1	1149	637	1147	100.0	44.5	0	0	0	0	ENST00000371956.8|ENSG00000197587.11|OTTHUMG00000007982.3|-|DMBX1-202|DMBX1|2882|UTR5:1-15|CDS:16-1164|UTR3:1165-2882|
04_C12	1	1269	675	1267	100.0	46.7	0	0	0	0	ENST00000376230.7|ENSG00000251369.9|OTTHUMG00000133709.5|OTTHUMT00000277056.3|ZNF550-202|ZNF550|3719|UTR5:1-181|CDS:182-1450|UTR3:1451-3719|
04_D02	1	1785	1233	1785	99.6	30.9	2	0	2	0	ENST00000357485.8|ENSG00000196843.17|OTTHUMG00000155229.8|OTTHUMT00000338888.4|ARID5A-201|ARID5A|2181|UTR5:1-75|CDS:76-1860|UTR3:1861-2181|
04_D03	1	1413	796	1412	99.8	43.6	1	0	1	0	ENST00000314011.9|ENSG00000125945.15|OTTHUMG00000003232.3|OTTHUMT00000008908.2|ZNF436-201|ZNF436|4465|UTR5:1-531|CDS:532-1944|UTR3:1945-4465|
04_D08	1	1428	822	1427	100.0	42.4	0	0	0	0	ENST00000590503.5|ENSG00000188283.12|OTTHUMG00000181890.4|OTTHUMT00000458140.1|ZNF383-208|ZNF383|1673|UTR5:1-224|CDS:225-1652|UTR3:1653-1673|
04_D10	1	1929	1419	1928	100.0	26.4	0	0	0	0	ENST00000475153.6|ENSG00000197024.9|OTTHUMG00000158970.3|OTTHUMT00000352722.3|ZNF398-202|ZNF398|5460|UTR5:1-290|CDS:291-2219|UTR3:2220-5460|
04_D11	1	2286	1667	2285	100.0	27.1	0	0	0	0	ENST00000395824.5|ENSG00000141040.15|OTTHUMG00000058993.6|OTTHUMT00000130504.1|ZNF287-201|ZNF287|3373|UTR5:1-618|CDS:619-2904|UTR3:2905-3373|
04_E02	1	2616	1993	2616	100.0	23.9	0	0	0	0	ENST00000391821.6|ENSG00000142528.16|OTTHUMG00000183054.4|OTTHUMT00000464834.1|ZNF473-202|ZNF473|4715|UTR5:1-386|CDS:387-3002|UTR3:3003-4715|
04_E03	1	1503	942	1503	100.0	37.4	0	0	0	0	ENST00000287461.8|ENSG00000156853.13|OTTHUMG00000132415.3|OTTHUMT00000255552.2|ZNF689-201|ZNF689|3557|UTR5:1-348|CDS:349-1851|UTR3:1852-3557|
04_E04	1	1560	923	1560	100.0	40.9	0	0	0	0	ENST00000621158.5|ENSG00000157613.11|OTTHUMG00000166423.8|OTTHUMT00000389702.6|CREB3L1-206|CREB3L1|2673|UTR5:1-450|CDS:451-2010|UTR3:2011-2673|
04_E07	1	1392	724	1390	100.0	47.9	0	0	0	0	ENST00000394673.6|ENSG00000010244.19|OTTHUMG00000132810.4|OTTHUMT00000256250.2|ZNF207-204|ZNF207|2124|UTR5:1-148|CDS:149-1540|UTR3:1541-2124|
04_E08	1	1965	1322	1963	99.8	32.6	1	0	1	0	ENST00000316358.8|ENSG00000125846.16|OTTHUMG00000031965.6|OTTHUMT00000127616.1|ZNF133-201|ZNF133|2242|UTR5:1-97|CDS:98-2062|UTR3:2063-2242|
04_E10	1	2103	1496	2101	100.0	28.8	0	0	0	0	ENST00000217026.5|ENSG00000101057.16|OTTHUMG00000033062.2|OTTHUMT00000080408.2|MYBL2-201|MYBL2|2668|UTR5:1-170|CDS:171-2273|UTR3:2274-2668|
04_F01	1	1023	418	1021	99.8	58.9	1	0	1	0	ENST00000619224.1|ENSG00000143171.13|OTTHUMG00000034626.5|-|RXRG-204|RXRG|2252|UTR5:1-889|CDS:890-1912|UTR3:1913-2252|
04_F02	1	1503	940	1503	100.0	37.5	0	0	0	0	ENST00000287461.8|ENSG00000156853.13|OTTHUMG00000132415.3|OTTHUMT00000255552.2|ZNF689-201|ZNF689|3557|UTR5:1-348|CDS:349-1851|UTR3:1852-3557|
04_F03	1	1470	844	1468	99.8	42.4	1	0	1	0	ENST00000328070.10|ENSG00000197951.10|OTTHUMG00000182157.5|OTTHUMT00000459798.3|ZNF71-201|ZNF71|5428|UTR5:1-234|CDS:235-1704|UTR3:1705-5428|
04_F05	1	1881	1453	1880	100.0	22.8	0	0	0	0	ENST00000308031.10|ENSG00000196263.8|OTTHUMG00000181943.4|OTTHUMT00000458405.2|ZNF471-201|ZNF471|6266|UTR5:1-121|CDS:122-2002|UTR3:2003-6266|
04_F06	1	2049	1439	2049	100.0	29.8	0	0	0	0	ENST00000276816.8|ENSG00000170631.15|OTTHUMG00000165253.3|OTTHUMT00000382978.1|ZNF16-201|ZNF16|2616|UTR5:1-187|CDS:188-2236|UTR3:2237-2616|
04_F08	1	2736	2196	2734	100.0	19.7	0	0	0	0	ENST00000406780.5|ENSG00000114439.19|OTTHUMG00000150360.4|OTTHUMT00000317818.1|BBX-204|BBX|3674|UTR5:1-537|CDS:538-3273|UTR3:3274-3674|
04_F09	1	2514	1905	2514	100.0	24.3	0	0	0	0	ENST00000314393.6|ENSG00000178764.8|OTTHUMG00000165077.7|OTTHUMT00000381709.3|ZHX2-201|ZHX2|4361|UTR5:1-574|CDS:575-3088|UTR3:3089-4361|
04_G01	1	1203	596	1202	100.0	50.5	0	0	0	0	ENST00000295208.7|ENSG00000144026.12|OTTHUMG00000130391.5|OTTHUMT00000252769.2|ZNF514-201|ZNF514|6189|UTR5:1-704|CDS:705-1907|UTR3:1908-6189|
04_G02	1	1584	986	1582	100.0	37.7	0	0	0	0	ENST00000593711.6|ENSG00000269699.6|OTTHUMG00000171953.13|OTTHUMT00000416093.2|ZIM2-201|ZIM2|2107|UTR5:1-382|CDS:383-1966|UTR3:1967-2107|
04_G06	1	1350	741	1350	100.0	45.2	0	0	0	0	ENST00000614697.4|ENSG00000198081.11|OTTHUMG00000131563.6|-|ZBTB14-207|ZBTB14|3341|UTR5:1-153|CDS:154-1503|UTR3:1504-3341|
04_G07	1	1410	812	1408	100.0	42.3	0	0	0	0	ENST00000395884.3|ENSG00000155090.15|OTTHUMG00000164735.2|OTTHUMT00000379968.1|KLF10-202|KLF10|3659|UTR5:1-903|CDS:904-2313|UTR3:2314-3659|
04_G09	1	1611	998	1610	100.0	38.1	0	0	0	0	ENST00000501748.3|ENSG00000183309.12|OTTHUMG00000165186.5|OTTHUMT00000382522.4|ZNF623-202|ZNF623|6759|UTR5:1-213|CDS:214-1824|UTR3:1825-6759|
04_G10	1	3804	3218	3802	100.0	15.4	0	0	0	0	ENST00000560079.7|ENSG00000166716.10|OTTHUMG00000172490.4|OTTHUMT00000418779.4|ZNF592-203|ZNF592|8187|UTR5:1-331|CDS:332-4135|UTR3:4136-8187|
04_H02	1	1329	724	1328	100.0	45.5	0	0	0	0	ENST00000373235.4|ENSG00000116819.9|OTTHUMG00000004388.3|OTTHUMT00000012732.2|TFAP2E-201|TFAP2E|2245|UTR5:1-264|CDS:265-1593|UTR3:1594-2245|
04_H04	1	1254	690	1254	100.0	45.1	0	0	0	0	ENST00000260643.7|ENSG00000138073.14|OTTHUMG00000097076.4|OTTHUMT00000214195.2|PREB-201|PREB|2127|UTR5:1-215|CDS:216-1469|UTR3:1470-2127|
04_H06	1	1596	997	1595	100.0	37.5	0	0	0	0	ENST00000358704.4|ENSG00000179456.10|OTTHUMG00000040013.2|OTTHUMT00000096513.2|ZBTB18-201|ZBTB18|3851|UTR5:1-149|CDS:150-1745|UTR3:1746-3851|
04_H12	1	2613	2016	2611	100.0	22.8	0	0	0	0	ENST00000277465.8|ENSG00000148337.21|OTTHUMG00000020735.7|OTTHUMT00000054401.1|CIZ1-201|CIZ1|2742|UTR5:1-3|CDS:4-2616|UTR3:2617-2742|
05_A02	1	2049	1421	2047	100.0	30.6	0	0	0	0	ENST00000615985.4|ENSG00000124459.12|OTTHUMG00000182189.3|-|ZNF45-206|ZNF45|2912|UTR5:1-107|CDS:108-2156|UTR3:2157-2912|
05_A05	1	1542	975	1540	100.0	36.7	0	0	0	0	ENST00000464356.6|ENSG00000116604.18|OTTHUMG00000033095.9|OTTHUMT00000080655.4|MEF2D-204|MEF2D|5598|UTR5:1-138|CDS:139-1680|UTR3:1681-5598|
05_A08	1	1872	1256	1870	100.0	32.9	0	0	0	0	ENST00000682664.1|ENSG00000172262.12|OTTHUMG00000162223.3|-|ZNF131-221|ZNF131|3286|UTR5:1-225|CDS:226-2097|UTR3:2098-3286|
05_A10	1	1848	1217	1848	99.7	34.1	2	0	2	0	ENST00000407598.2|ENSG00000169635.10|OTTHUMG00000150781.4|OTTHUMT00000320116.2|HIC2-202|HIC2|4734|UTR5:1-195|CDS:196-2043|UTR3:2044-4734|
05_A11	1	2124	1491	2124	99.8	29.8	1	0	1	0	ENST00000336976.10|ENSG00000267680.5|OTTHUMG00000182313.4|OTTHUMT00000460477.2|ZNF224-201|ZNF224|3980|UTR5:1-254|CDS:255-2378|UTR3:2379-3980|
05_B02	1	1926	1336	1924	100.0	30.6	0	0	0	0	ENST00000229387.6|ENSG00000111783.13|OTTHUMG00000169173.5|OTTHUMT00000402712.2|RFX4-201|RFX4|3378|UTR5:1-118|CDS:119-2044|UTR3:2045-3378|
05_B06	1	1683	1113	1683	100.0	33.9	0	0	0	0	ENST00000292579.11|ENSG00000196150.14|OTTHUMG00000165252.3|OTTHUMT00000382968.1|ZNF250-201|ZNF250|6364|UTR5:1-117|CDS:118-1800|UTR3:1801-6364|
05_B07	1	1503	861	1503	99.8	42.7	1	0	1	0	ENSMUST00000167804.9|ENSMUSG00000061374.15|OTTMUSG00000059869.3|OTTMUST00000146690.1|Fiz1-203|Fiz1|2637|UTR5:1-178|CDS:179-1681|UTR3:1682-2637|
05_B08	1	1545	940	1545	100.0	39.2	0	0	0	0	ENST00000325144.5|ENSG00000181472.5|OTTHUMG00000015834.2|OTTHUMT00000042715.2|ZBTB2-201|ZBTB2|3103|UTR5:1-152|CDS:153-1697|UTR3:1698-3103|
05_B09	1	1914	1304	1912	99.8	31.8	1	0	1	0	ENST00000396604.5|ENSG00000166478.10|OTTHUMG00000149922.5|OTTHUMT00000313927.1|ZNF143-204|ZNF143|2696|UTR5:1-341|CDS:342-2255|UTR3:2256-2696|
05_B11	1	2226	1629	2224	100.0	26.8	0	0	0	0	ENST00000474710.5|ENSG00000181722.17|OTTHUMG00000159366.4|OTTHUMT00000354951.1|ZBTB20-212|ZBTB20|2757|UTR5:1-179|CDS:180-2405|UTR3:2406-2757|
05_C02	1	1383	767	1383	100.0	44.6	0	0	0	0	ENST00000253727.10|ENSG00000131408.15|OTTHUMG00000183036.8|OTTHUMT00000464724.3|NR1H2-201|NR1H2|2416|UTR5:1-247|CDS:248-1630|UTR3:1631-2416|
05_C03	1	1380	732	1378	100.0	46.9	0	0	0	0	ENST00000242066.9|ENSG00000006468.14|OTTHUMG00000152403.7|-|ETV1-201|ETV1|6348|UTR5:1-335|CDS:336-1715|UTR3:1716-6348|
05_C04	1	1425	813	1425	99.5	42.8	3	0	3	0	ENSMUST00000105297.2|ENSMUSG00000047638.16|OTTMUSG00000022710.5|OTTMUST00000054474.1|Nr1h4-203|Nr1h4|2013|UTR5:1-251|CDS:252-1676|UTR3:1677-2013|
05_C05	1	1467	833	1467	100.0	43.3	0	0	0	0	ENST00000612719.4|ENSG00000251247.11|OTTHUMG00000048162.5|-|ZNF345-214|ZNF345|2938|UTR5:1-194|CDS:195-1661|UTR3:1662-2938|
05_C06	1	1563	967	1561	100.0	38.1	0	0	0	0	ENST00000375375.7|ENSG00000009709.12|OTTHUMG00000002433.3|OTTHUMT00000006928.1|PAX7-201|PAX7|2260|UTR5:1-598|CDS:599-2161|UTR3:2162-2260|
05_C08	1	1644	1051	1644	100.0	36.1	0	0	0	0	ENSMUST00000130972.8|ENSMUSG00000000731.16|OTTMUSG00000034126.2|OTTMUST00000086345.1|Aire-205|Aire|1923|UTR5:1-57|CDS:58-1701|UTR3:1702-1923|
05_C09	1	1569	957	1569	100.0	39.1	0	0	0	0	ENST00000320129.7|ENSG00000178187.8|OTTHUMG00000130891.2|OTTHUMT00000253476.2|ZNF454-201|ZNF454|2332|UTR5:1-303|CDS:304-1872|UTR3:1873-2332|
05_C10	1	1638	1000	1638	100.0	39.0	0	0	0	0	ENST00000314531.5|ENSG00000175691.9|OTTHUMG00000180566.2|OTTHUMT00000451924.2|ZNF77-201|ZNF77|2040|UTR5:1-131|CDS:132-1769|UTR3:1770-2040|
05_C11	1	2121	1487	2121	100.0	29.9	0	0	0	0	ENST00000254166.4|ENSG00000131849.12|OTTHUMG00000183537.2|OTTHUMT00000467035.2|ZNF132-201|ZNF132|2962|UTR5:1-332|CDS:333-2453|UTR3:2454-2962|
05_C12	1	1854	1262	1852	99.7	31.8	2	0	2	0	ENST00000251269.9|ENSG00000159905.15|OTTHUMG00000182214.3|OTTHUMT00000460068.2|ZNF221-201|ZNF221|2535|UTR5:1-328|CDS:329-2182|UTR3:2183-2535|
05_D01	1	1441	1081	1389	100.0	21.4	0	0	0	0	ENST00000431229.1|ENSG00000159263.16|OTTHUMG00000086637.4|OTTHUMT00000194695.1|SIM2-202|SIM2|1465|CDS:1-1441|UTR3:1442-1465|
05_D02	1	2049	1450	2047	100.0	29.2	0	0	0	0	ENST00000615985.4|ENSG00000124459.12|OTTHUMG00000182189.3|-|ZNF45-206|ZNF45|2912|UTR5:1-107|CDS:108-2156|UTR3:2157-2912|
05_D03	1	2256	1611	2256	100.0	28.6	0	0	0	0	ENST00000211936.10|ENSG00000096654.16|OTTHUMG00000014478.1|-|ZNF184-201|ZNF184|3101|UTR5:1-285|CDS:286-2541|UTR3:2542-3101|
05_D04	1	2229	1633	2212	100.0	26.0	0	0	0	0	ENST00000618487.4|ENSG00000197619.14|OTTHUMG00000182550.3|-|ZNF615-215|ZNF615|2229|CDS:1-2229|
05_D05	1	2121	1491	2119	100.0	29.7	0	0	0	0	ENST00000590612.1|ENSG00000256294.8|OTTHUMG00000182336.5|OTTHUMT00000460585.2|ZNF225-204|ZNF225|2404|UTR5:1-283|CDS:284-2404|
05_D07	1	2319	1766	2319	100.0	23.9	0	0	0	0	ENST00000362042.8|ENSG00000082641.16|OTTHUMG00000178706.5|OTTHUMT00000443019.2|NFE2L1-203|NFE2L1|4839|UTR5:1-616|CDS:617-2935|UTR3:2936-4839|
05_D08	1	2724	2479	2724	100.0	9.0	0	0	0	0	ENSMUST00000109197.8|ENSMUSG00000046311.14|OTTMUSG00000005549.5|OTTMUST00000012342.1|Zfp62-202|Zfp62|4029|UTR5:1-296|CDS:297-3020|UTR3:3021-4029|
05_E12	1	1272	746	1104	100.0	28.2	0	0	0	0	ENST00000414706.2|ENSG00000130544.12|OTTHUMG00000181977.3|OTTHUMT00000458502.2|ZNF557-202|ZNF557|5736|UTR5:1-240|CDS:241-1512|UTR3:1513-5736|
05_F03	1	1188	595	1187	99.5	49.7	3	0	3	0	ENST00000281523.8|ENSG00000151789.12|OTTHUMG00000130484.12|OTTHUMT00000252884.5|ZNF385D-201|ZNF385D|10478|UTR5:1-294|CDS:295-1482|UTR3:1483-10478|
05_F04	1	1230	662	1229	99.8	46.1	1	0	1	0	ENST00000330212.7|ENSG00000184307.17|OTTHUMG00000159335.3|OTTHUMT00000354702.1|ZDHHC23-201|ZDHHC23|3778|UTR5:1-299|CDS:300-1529|UTR3:1530-3778|
05_F06	1	1461	836	1460	100.0	42.8	0	0	0	0	ENST00000302851.8|ENSG00000171469.11|OTTHUMG00000157054.7|OTTHUMT00000347272.4|ZNF561-201|ZNF561|4529|UTR5:1-197|CDS:198-1658|UTR3:1659-4529|
05_F08	1	1692	1079	1691	100.0	36.2	0	0	0	0	ENST00000588268.6|ENSG00000197808.12|OTTHUMG00000180832.4|OTTHUMT00000453202.2|ZNF461-204|ZNF461|3955|UTR5:1-228|CDS:229-1920|UTR3:1921-3955|
05_F09	1	738	125	737	100.0	83.1	0	0	0	0	ENST00000373587.3|ENSG00000136931.10|OTTHUMG00000020655.4|OTTHUMT00000054030.1|NR5A1-201|NR5A1|768|CDS:1-738|UTR3:739-768|
05_F10	1	1011	399	1010	100.0	60.5	0	0	0	0	ENST00000615491.4|ENSG00000185811.19|OTTHUMG00000155907.6|-|IKZF1-218|IKZF1|5637|UTR5:1-155|CDS:156-1166|UTR3:1167-5637|
05_F11	1	1449	834	1448	99.8	42.4	1	0	1	0	ENST00000434772.8|ENSG00000178386.13|OTTHUMG00000182311.4|OTTHUMT00000460469.3|ZNF223-201|ZNF223|2399|UTR5:1-228|CDS:229-1677|UTR3:1678-2399|
05_G01	1	1905	1638	1904	100.0	14.0	0	0	0	0	ENST00000683918.1|ENSG00000167491.18|OTTHUMG00000152541.10|OTTHUMT00000326676.4|GATAD2A-213|GATAD2A|5714|UTR5:1-351|CDS:352-2256|UTR3:2257-5714|
05_G02	1	1146	555	1145	100.0	51.6	0	0	0	0	ENST00000409785.9|ENSG00000176407.18|OTTHUMG00000153004.14|OTTHUMT00000328942.5|KCMF1-201|KCMF1|7500|UTR5:1-291|CDS:292-1437|UTR3:1438-7500|
05_G03	1	1782	1288	1781	100.0	27.7	0	0	0	0	ENST00000379550.5|ENSG00000109381.20|OTTHUMG00000133383.8|-|ELF2-203|ELF2|3278|UTR5:1-230|CDS:231-2012|UTR3:2013-3278|
05_G05	1	1818	1453	1817	100.0	20.1	0	0	0	0	ENST00000397062.8|ENSG00000116044.16|OTTHUMG00000133620.18|OTTHUMT00000257752.5|NFE2L2-201|NFE2L2|2446|UTR5:1-151|CDS:152-1969|UTR3:1970-2446|
05_G06	1	1833	1166	1832	100.0	36.4	0	0	0	0	ENST00000349841.10|ENSG00000085274.16|OTTHUMG00000184027.1|OTTHUMT00000467801.1|MYNN-201|MYNN|4969|UTR5:1-98|CDS:99-1931|UTR3:1932-4969|
05_G10	1	1491	897	1490	100.0	39.8	0	0	0	0	ENST00000683990.1|ENSG00000131848.10|OTTHUMG00000181883.6|-|ZSCAN5A-218|ZSCAN5A|2151|UTR5:1-388|CDS:389-1879|UTR3:1880-2151|
05_G11	1	1593	962	1568	99.8	38.0	1	0	1	0	ENST00000309683.11|ENSG00000173041.12|OTTHUMG00000156542.3|OTTHUMT00000344568.2|ZNF680-201|ZNF680|2993|UTR5:1-117|CDS:118-1710|UTR3:1711-2993|
05_H02	1	1713	1164	1712	99.8	32.0	1	0	1	0	ENST00000357899.9|ENSG00000196323.14|OTTHUMG00000165769.5|OTTHUMT00000386126.2|ZBTB44-201|ZBTB44|7399|UTR5:1-599|CDS:600-2312|UTR3:2313-7399|
05_H07	1	1581	972	1580	100.0	38.5	0	0	0	0	ENST00000424881.5|ENSG00000197343.11|OTTHUMG00000185968.3|-|ZNF655-212|ZNF655|4666|UTR5:1-220|CDS:221-1801|UTR3:1802-4666|
05_H08	1	1905	1339	1904	100.0	29.7	0	0	0	0	ENST00000431845.3|ENSG00000236104.3|OTTHUMG00000031110.5|OTTHUMT00000076183.3|ZBTB22-208|ZBTB22|2660|UTR5:1-161|CDS:162-2066|UTR3:2067-2660|
06_A02	1	1137	928	1136	100.0	18.4	0	0	0	0	ENST00000622874.4|ENSG00000143194.13|OTTHUMG00000034432.3|-|MAEL-206|MAEL|1700|UTR5:1-205|CDS:206-1342|UTR3:1343-1700|
06_A05	1	1869	1275	1868	100.0	31.8	0	0	0	0	ENST00000446113.7|ENSG00000177054.14|OTTHUMG00000166099.4|OTTHUMT00000387821.2|ZDHHC13-202|ZDHHC13|2406|UTR5:1-82|CDS:83-1951|UTR3:1952-2406|
06_A07	1	1629	1015	1628	100.0	37.7	0	0	0	0	ENST00000302097.3|ENSG00000169548.3|OTTHUMG00000030545.4|OTTHUMT00000075433.4|ZNF280A-201|ZNF280A|2148|UTR5:1-253|CDS:254-1882|UTR3:1883-2148|
06_A12	1	1617	940	1615	99.7	41.7	2	0	2	0	ENST00000270014.7|ENSG00000204920.11|OTTHUMG00000182215.4|OTTHUMT00000460074.2|ZNF155-201|ZNF155|2612|UTR5:1-143|CDS:144-1760|UTR3:1761-2612|
06_B01	1	1773	1156	1771	100.0	34.7	0	0	0	0	ENST00000544719.6|ENSG00000267508.6|OTTHUMG00000178848.6|OTTHUMT00000443601.2|ZNF285-201|ZNF285|2793|UTR5:1-197|CDS:198-1970|UTR3:1971-2793|
06_B02	1	2370	1754	2368	100.0	25.9	0	0	0	0	ENST00000369091.6|ENSG00000057657.17|OTTHUMG00000015299.8|OTTHUMT00000327265.1|PRDM1-202|PRDM1|2612|UTR5:1-220|CDS:221-2590|UTR3:2591-2612|
06_B04	1	1842	1187	1840	100.0	35.5	0	0	0	0	ENST00000429804.7|ENSG00000124092.13|OTTHUMG00000032829.7|OTTHUMT00000472042.1|CTCFL-207|CTCFL|3864|UTR5:1-636|CDS:637-2478|UTR3:2479-3864|
06_B06	1	1659	1106	1657	100.0	33.3	0	0	0	0	ENST00000587539.2|ENSG00000176222.9|OTTHUMG00000182206.2|OTTHUMT00000460019.2|ZNF404-202|ZNF404|1849|CDS:1-1659|UTR3:1660-1849|
06_B08	1	1554	932	1552	100.0	40.0	0	0	0	0	ENST00000586929.5|ENSG00000018869.17|OTTHUMG00000181939.5|OTTHUMT00000458388.1|ZNF582-202|ZNF582|2053|UTR5:1-406|CDS:407-1960|UTR3:1961-2053|
06_B09	1	1584	444	906	100.0	29.2	0	0	0	0	ENST00000392150.2|ENSG00000196437.12|OTTHUMG00000048172.6|-|ZNF569-203|ZNF569|1918|UTR5:1-292|CDS:293-1876|UTR3:1877-1918|
06_B11	1	1476	923	1465	100.0	36.8	0	0	0	0	ENST00000329665.5|ENSG00000182318.6|OTTHUMG00000183463.2|OTTHUMT00000466765.2|ZSCAN22-201|ZSCAN22|4654|UTR5:1-172|CDS:173-1648|UTR3:1649-4654|
06_B12	1	1278	677	1276	100.0	46.9	0	0	0	0	ENST00000590155.5|ENSG00000171466.10|OTTHUMG00000180205.4|OTTHUMT00000450239.1|ZNF562-208|ZNF562|1712|UTR5:1-198|CDS:199-1476|UTR3:1477-1712|
06_C02	1	2559	1930	2557	100.0	24.5	0	0	0	0	ENST00000684362.1|ENSG00000140265.13|OTTHUMG00000130767.3|OTTHUMT00000432966.2|ZSCAN29-208|ZSCAN29|6055|UTR5:1-598|CDS:599-3157|UTR3:3158-6055|
06_C03	1	1254	653	1246	100.0	47.4	0	0	0	0	ENST00000622588.2|ENSG00000273514.2|OTTHUMG00000188618.2|OTTHUMT00000477743.2|FOXD4L6-201|FOXD4L6|2247|UTR5:1-298|CDS:299-1552|UTR3:1553-2247|
06_C09	1	1800	1185	1798	100.0	34.1	0	0	0	0	ENST00000373125.9|ENSG00000126733.21|OTTHUMG00000021944.4|OTTHUMT00000359266.2|DACH2-201|DACH2|2417|UTR5:1-170|CDS:171-1970|UTR3:1971-2417|
06_C11	1	2235	1653	2233	100.0	26.0	0	0	0	0	ENST00000318442.6|ENSG00000178175.12|OTTHUMG00000100965.6|OTTHUMT00000218574.4|ZNF366-201|ZNF366|6262|UTR5:1-174|CDS:175-2409|UTR3:2410-6262|
06_D01	1	3516	2926	3514	100.0	16.8	0	0	0	0	ENST00000216268.6|ENSG00000100426.7|OTTHUMG00000150291.3|OTTHUMT00000317408.3|ZBED4-201|ZBED4|6893|UTR5:1-475|CDS:476-3991|UTR3:3992-6893|
06_D03	1	2904	2292	2902	100.0	21.0	0	0	0	0	ENST00000328086.12|ENSG00000155592.16|OTTHUMG00000177180.2|OTTHUMT00000435739.2|ZKSCAN2-201|ZKSCAN2|7437|UTR5:1-718|CDS:719-3622|UTR3:3623-7437|
06_D04	1	1596	1169	1594	99.8	26.6	1	0	1	0	ENST00000540331.1|ENSG00000167562.13|OTTHUMG00000182754.2|-|ZNF701-204|ZNF701|5538|UTR5:1-225|CDS:226-1821|UTR3:1822-5538|
06_D05	1	1509	896	1507	100.0	40.6	0	0	0	0	ENST00000318833.4|ENSG00000180787.6|OTTHUMG00000177799.2|OTTHUMT00000438979.2|ZFP3-201|ZFP3|4987|UTR5:1-117|CDS:118-1626|UTR3:1627-4987|
06_D11	1	1167	603	1165	100.0	48.2	0	0	0	0	ENST00000367390.7|ENSG00000143355.16|OTTHUMG00000035656.9|OTTHUMT00000086544.1|LHX9-203|LHX9|7413|UTR5:1-27|CDS:28-1194|UTR3:1195-7413|
